# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "Parent" "-O" "-M" "-a" "references/crassa/2489.all.withOrthoID.gff" "-o" "counts/crassa.featureCounts.tsv" "bams/crassa/SRR4448063.sam" "bams/crassa/SRR4448064.sam" "bams/crassa/SRR751454.cutadapt.sam" "bams/crassa/SRR755946.cutadapt.sam" "bams/crassa/SRR756251.cutadapt.sam" "bams/crassa/SRR756354.cutadapt.sam" "bams/crassa/SRR769610.sam" "bams/crassa/SRR769748.sam" 
Geneid	Chr	Start	End	Strand	Length	bams/crassa/SRR4448063.sam	bams/crassa/SRR4448064.sam	bams/crassa/SRR751454.cutadapt.sam	bams/crassa/SRR755946.cutadapt.sam	bams/crassa/SRR756251.cutadapt.sam	bams/crassa/SRR756354.cutadapt.sam	bams/crassa/SRR769610.sam	bams/crassa/SRR769748.sam
transcript:EAA27498	II	682687	683195	-	509	5	5	4	135	38	95	0	0
transcript:EAA27496	II;II	690940;691547	691399;691953	+;+	867	14	8	3	24	9	7	0	0
transcript:EAA27495	II	691749	693918	-	2170	63	27	2	224	143	111	0	0
transcript:ESA43502	II	694835	697789	-	2955	70	24	1	199	125	125	0	0
transcript:EAA27491	II;II;II	708022;709612;710733	709555;710657;711404	-;-;-	3252	82	66	4	5898	4673	3592	0	0
transcript:EAA27490	II;II;II;II	711893;712625;714989;715364	712513;714926;715278;716221	-;-;-;-	4071	337	143	10	494	560	272	1	0
transcript:EAA27489	II;II	716535;716990	716904;718226	+;+	1607	54	36	4	183	161	123	0	0
transcript:EAA27488	II;II	717854;718881	718750;719614	-;-	1631	63	34	0	156	123	107	0	0
transcript:EAA27487	II	719877	723485	+	3609	60	47	6	232	167	126	0	0
transcript:NCU15656-1	II	724509	724624	+	116	138275	147929	348	128309	55958	53179	5	2
transcript:EAA27486	II;II;II;II	724819;725491;725984;726509	725418;725920;726380;727055	-;-;-;-	1974	57	69	6	301	247	210	0	0
transcript:EAA27485	II;II	727364;728009	727950;730533	+;+	3112	61	74	5	372	331	264	0	0
transcript:EAA27483	II	733348	737055	-	3708	119	531	21	2290	1790	1282	0	2
transcript:EAA27480	II	744721	745936	-	1216	25	247	2	265	135	173	0	0
transcript:EAA27479	II;II;II;II;II	746445;746737;747470;748033;748200	746520;746877;747805;748122;748285	+;+;+;+;+	729	13	14	0	84	78	41	0	1
transcript:NCU15255-1	II	749101	749185	+	85	387	2647	1	2160	1005	802	0	0
transcript:NCU15256-1	II	749209	749293	+	85	385	2625	3	2658	1212	995	0	0
transcript:EAA27478	II;II;II;II	750983;751391;751780;752388	751290;751708;752301;752621	+;+;+;+	1382	48	125	17	2097	545	1832	0	0
transcript:EAA27477	II	754877	756194	+	1318	12	20	17	638	836	408	0	0
transcript:EAA27476	II;II	755125;756772	756670;759094	-;-	3869	71	62	81	1896	2294	1162	1	0
transcript:EAA27475	II;II;II	761761;762490;763125	762430;763074;764565	+;+;+	2696	149	103	25	1518	620	1239	0	1
transcript:EAA27474	II;II;II	765792;766254;766661	766161;766343;766884	+;+;+	684	10	8	1	98	43	73	0	0
transcript:EDO65293	II	770028	771887	+	1860	19	10	0	46	16	24	0	0
transcript:EAA26525	II;II;II	771710;772394;772786	772289;772715;773192	-;-;-	1309	68	21	4	169	151	86	0	0
transcript:EAA26524	II	774015	776822	+	2808	46	50	8	892	1064	521	0	0
transcript:NCU15257-1	II	777218	777307	+	90	913	1013	3	1578	769	564	0	0
transcript:EAA26562	II;II;II;II	778004;779507;779651;780063	779404;779586;779842;781981	-;-;-;-	3592	134	70	0	266	205	152	0	0
transcript:EAA26561	II;II;II	782097;782379;782476	782306;782398;782563	+;+;+	318	3	7	1	13	16	8	0	0
transcript:ESA43504	II;II	788522;788889	788692;789087	+;+	370	4	1	1	8	8	8	0	0
transcript:ESA43503	II;II	788522;789101	788692;789261	+;+	332	6	1	0	10	11	6	0	0
transcript:NCU15258-1	II	794238	794322	+	85	430	3277	2	2195	1040	838	0	0
transcript:NCU15259-1	II	795794	795895	+	102	4060	15091	677	1049195	725030	379768	12	12
transcript:EAA27628	II;II;II;II	796211;796962;797205;799023	796852;797138;798959;800308	-;-;-;-	3860	68	33	4	230	220	122	0	0
transcript:EAA27627	II;II;II	800613;802588;803170	802531;803118;805159	-;-;-	4440	100	53	1	270	221	153	0	0
transcript:EAA27626	II;II;II	807643;808222;809582	808139;809513;809921	+;+;+	2129	65	39	16	2267	2211	1429	1	0
transcript:EAA27625	II;II	810242;810505	810390;810724	-;-	369	4	0	0	13	15	4	0	0
transcript:EAA27624	II	812065	813252	+	1188	14	12	1	117	92	65	0	0
transcript:NCU15657-1	II	813702	813817	+	116	138053	147739	362	129543	56526	53693	4	4
transcript:EAA27623	II;II	815698;816104	815956;817428	+;+	1584	15	9	2	301	163	244	0	0
transcript:NCU15658-1	II	818793	818891	+	99	35402	37852	922	17683	7255	5396	0	0
transcript:EAA27622	II	819441	820547	+	1107	21	15	0	165	66	126	0	0
transcript:EAA27621	II	820903	822158	+	1256	40	17	2	64	85	37	0	0
transcript:NCU15659-1	II	822581	822696	+	116	138370	147369	351	128512	55968	53117	5	3
transcript:EAA27620	II;II	822660;824763	824699;825000	-;-	2278	126686	120018	22	50700	14961	14320	4	3
transcript:EAA27619	II;II	825480;826683	826596;827507	+;+	1942	39	13	0	167	90	144	0	0
transcript:ESA43505	II;II;II	827657;829122;829394	829057;829325;830881	-;-;-	3093	324	123	10	304	310	188	0	0
transcript:ESA43506	II;II;II	827671;829122;829394	829057;829325;830622	-;-;-	2820	319	122	10	298	307	183	0	0
transcript:ESA43507	II;II;II	831646;832389;832630	832142;832528;833142	+;+;+	1150	232	253	3	1048	605	521	0	0
transcript:ESA43508	II;II	831693;832389	832142;833206	+;+	1268	234	254	3	1054	604	522	0	0
transcript:EAA27616	II;II	833181;833755	833628;834067	-;-	761	27	17	3	77	66	38	0	0
transcript:EAA27615	II;II;II	834786;835084;835484	835021;835397;836645	+;+;+	1712	26	14	0	79	61	43	0	0
transcript:EAA27614	II;II;II;II	837144;838616;838821;839451	838552;838770;838964;840969	+;+;+;+	3227	54	30	3	613	933	404	1	1
transcript:EAA27613	II;II;II	841277;842962;843712	842899;843653;844078	-;-;-	2682	58	32	0	97	62	60	0	0
transcript:EAA27612	II;II;II	845455;846061;846326	846002;846263;846377	-;-;-	803	66	31	6	108	84	61	0	0
transcript:EAA27611	II;II;II;II	847015;847319;847410;847569	847243;847350;847491;847889	+;+;+;+	664	15	10	1	59	67	42	0	0
transcript:EAA27610	II;II;II;II	848327;848918;849017;849602	848823;848945;849533;850781	+;+;+;+	2222	100	61	22	400	350	248	0	0
transcript:EAA27609	II;II;II;II;II;II;II;II;II;II;II;II	851453;853217;853398;853597;853744;853895;854025;854169;854361;854499;854635;854800	853080;853294;853517;853662;853806;853957;854108;854294;854441;854561;854694;855908	+;+;+;+;+;+;+;+;+;+;+;+	3541	77	71	23	865	582	423	0	0
transcript:ESA43509	II	855949	857087	-	1139	39	29	4	138	102	68	0	0
transcript:EAA27607	II;II;II	857266;859392;859674	859329;859481;859846	-;-;-	2327	401	108	5	186	170	87	0	0
transcript:EAA27606	II;II;II;II	860133;860344;860509;861459	860287;860432;861398;861904	+;+;+;+	1580	188	72	8	657	446	328	0	0
transcript:EAA27605	II;II	861564;862961	862859;863321	-;-	1657	93	58	9	278	236	134	0	0
transcript:EAA27604	II;II;II;II;II	863476;863846;863958;864130;864643	863758;863865;864015;864578;865793	+;+;+;+;+	1961	589	345	14	477	563	277	0	0
transcript:EAA27603	II;II;II	866377;867008;868019	866535;867956;868376	+;+;+	1466	16	18	3	115	40	79	0	0
transcript:EAA27601	II;II	871068;871969	871854;872048	+;+	867	7	9	1	268	93	222	0	0
transcript:EAA27599	II	883603	885387	+	1785	140	895	10	755	658	450	1	1
transcript:EAA27598	II;II	886943;889412	889347;890053	-;-	3047	193	90	4	277	266	176	0	0
transcript:EAA27597	II;II	890356;890480	890425;891832	+;+	1423	21	20	1	79	66	51	0	0
transcript:EAA27596	II	891707	892660	-	954	21	4	0	57	23	20	0	0
transcript:EAA27595	II	893322	895079	+	1758	28	18	3	153	94	70	0	1
transcript:EAA27594	II;II;II	896510;896656;896884	896594;896808;897227	-;-;-	582	22	18	4	228	145	108	0	0
transcript:EAA27593	II;II;II;II	898435;898586;899176;899358	898437;898677;899185;899549	+;+;+;+	297	0	5	0	37	24	15	0	0
transcript:EAA27592	II	901870	904284	-	2415	104	122	3	419	261	222	0	0
transcript:EAA27591	II;II	905281;905653	905588;907697	+;+	2353	53	47	2	117	77	70	0	0
transcript:NCU15260-1	II	908288	908379	-	92	199	1411	36	35298	18915	16879	2	2
transcript:ESA43510	II;II	912640;914186	914129;920101	+;+	7406	268	182	21	737	727	410	3	0
transcript:ESA43511	II;II	913094;914186	914129;920101	+;+	6952	260	174	21	711	715	399	3	0
transcript:NCU15660-1	II	920277	920391	+	115	138137	148416	336	128173	56366	53181	4	4
transcript:EAA27077	II;II;II;II	921462;922126;923312;923619	922026;922414;923477;924160	+;+;+;+	1562	57	44	2	258	280	156	0	0
transcript:EAA27075	II;II;II;II	926192;926564;926754;926983	926486;926691;926930;927636	+;+;+;+	1254	22	10	3	62	30	32	0	0
transcript:EAA27074	II	927797	928801	-	1005	18	9	0	52	11	20	0	0
transcript:EAA27073	II;II;II;II;II	929748;931069;931271;931619;931860	930998;931196;931556;931780;932133	-;-;-;-;-	2101	23	28	4	143	130	78	0	0
transcript:EAA27072	II;II	933002;933131	933071;933402	+;+	342	47	10	0	118	81	65	0	0
transcript:EAA27071	II;II	934015;934756	934677;936042	+;+	1950	38	18	13	533	505	316	1	0
transcript:ESA43512	II;II	939744;940319	940254;941575	+;+	1768	635	397	141	10236	11777	6134	18	6
transcript:ESA43513	II;II	939869;940319	940254;941573	+;+	1641	632	396	141	10234	11776	6133	18	6
transcript:EAA27068	II	942066	943607	+	1542	48	25	1	78	43	33	0	0
transcript:EAA27067	II;II	943719;944302	944175;944792	-;-	948	88	149	1	278	190	136	0	0
transcript:EAA27066	II	945299	947949	-	2651	109	81	4	245	190	139	0	0
transcript:EAA27065	II;II;II;II	949013;949431;949525;949970	949317;949466;949765;952399	+;+;+;+	3012	309	177	28	873	740	527	0	0
transcript:EAA27064	II;II	952867;953348	953277;955187	-;-	2251	58	35	2	111	80	56	0	0
transcript:ESA43515	II;II;II	958864;960241;962012	960173;961954;963452	+;+;+	4465	494	317	78	3275	3333	1991	5	0
transcript:ESA43514	II;II;II	958939;960241;962012	960173;961960;963452	+;+;+	4396	494	317	78	3273	3333	1988	5	0
transcript:NCU15661-1	II	963846	963958	+	113	134416	144497	206	84301	29851	24769	2	3
transcript:EAA27062	II;II	964247;965112	965043;968587	-;-	4273	184	108	23	384	375	223	1	0
transcript:EAA27061	II;II	968885;969389	969317;971452	+;+	2497	91	96	9	451	395	251	0	0
transcript:EAA27060	II	970229	972101	-	1873	46	56	3	148	119	81	0	0
transcript:EAA27059	II;II;II	972462;975470;975651	975409;975581;976646	-;-;-	4056	212	86	6	544	636	343	0	0
transcript:EAA27232	II;II;II	978981;979916;982070	979855;981979;982296	-;-;-	3166	217	132	10	421	453	273	0	0
transcript:ESA43516	II;II	982642;983135	983020;984898	+;+	2143	30	39	0	107	74	55	0	0
transcript:EAA27231	II;II;II;II	984305;985192;985600;985713	985129;985422;985620;985957	-;-;-;-	1322	21	27	0	124	112	58	0	0
transcript:ESA43517	II;II;II;II;II	987142;988272;989734;990010;990467	988215;989674;989947;990400;991123	-;-;-;-;-	3739	289	127	13	439	528	269	1	0
transcript:ESA43518	II;II;II;II	987149;988272;989734;990010	988215;989674;989947;990764	-;-;-;-	3439	280	120	13	419	504	258	1	0
transcript:EAA27229	II	991877	994545	-	2669	70	35	6	221	185	127	0	0
transcript:EAA27228	II;II;II;II;II	995577;996012;996466;996765;997077	995924;996396;996701;996993;999132	-;-;-;-;-	3254	60	49	8	357	297	220	0	0
transcript:EAA27227	II;II;II	1000226;1000815;1001842	1000590;1001775;1003539	-;-;-	3024	55	33	4	255	190	166	0	0
transcript:EAA27225	II;II;II;II;II;II;II	1004272;1005070;1005277;1005362;1005753;1006621;1006901	1004986;1005092;1005294;1005677;1006552;1006817;1007496	+;+;+;+;+;+;+	2665	129	39	1	268	211	108	0	0
transcript:EAA27224	II;II;II;II;II;II;II;II;II	1007751;1007901;1008332;1008546;1009325;1009509;1009976;1010604;1010859	1007826;1008260;1008483;1009268;1009452;1009924;1010533;1010779;1011083	+;+;+;+;+;+;+;+;+	2814	33	26	2	87	53	45	0	0
transcript:EAA27223	II;II	1011165;1015394	1015315;1015822	-;-	4580	82	56	26	562	809	347	0	0
transcript:EAA27221	II;II	1021216;1022660	1022585;1023058	+;+	1769	58	16	1	52	30	33	0	0
transcript:EAA27220	II;II	1022997;1024520	1024446;1024882	-;-	1813	75	39	4	133	135	87	0	0
transcript:ESA43519	II;II;II;II;II	1025913;1026917;1027268;1027354;1027679	1026854;1027209;1027295;1027614;1028077	+;+;+;+;+	1923	37	10	3	115	51	66	0	0
transcript:EAA27219	II	1028584	1030499	+	1916	31	25	3	99	75	42	0	0
transcript:EAA27218	II;II;II	1030494;1031980;1032895	1031924;1032804;1033319	-;-;-	2681	79	32	6	140	130	99	0	0
transcript:EAA27217	II	1033650	1035268	+	1619	27	24	1	64	48	37	0	0
transcript:EAA27216	II;II	1035016;1035691	1035600;1036416	-;-	1311	95	32	2	134	105	60	0	0
transcript:EAA27215	II	1036733	1039917	+	3185	151	96	8	277	277	188	0	0
transcript:EAA27214	II	1039711	1042645	-	2935	162	84	5	346	340	168	0	0
transcript:EAA27213	II;II	1043462;1043797	1043723;1044225	-;-	691	176	84	4	415	421	205	0	0
transcript:ESA43521	II;II	1044478;1046161	1046081;1046785	-;-	2229	112	107	13	384	465	258	0	0
transcript:ESA43520	II;II	1044553;1046161	1046081;1046785	-;-	2154	109	99	13	380	459	252	0	0
transcript:ESA43523	II;II	1047670;1049248	1049196;1049613	+;+	1893	78	45	0	126	131	79	0	0
transcript:ESA43522	II	1047706	1049603	+	1898	80	45	0	126	130	80	0	0
transcript:ESA43524	II;II;II;II	1049668;1051042;1051142;1051316	1050986;1051076;1051260;1051643	-;-;-;-	1801	38	20	5	138	164	73	0	0
transcript:ESA43525	II	1049668	1051643	-	1976	39	20	5	147	173	75	0	0
transcript:ESA43526	II;II	1051831;1052909	1052852;1053276	-;-	1390	51	26	2	119	136	64	0	0
transcript:EAA27209	II	1053305	1057801	-	4497	296	325	29	933	883	529	0	0
transcript:EAA27208	II;II	1058329;1059326	1059255;1060258	-;-	1860	101	57	2	209	168	97	0	0
transcript:EAA27207	II;II	1060684;1060969	1060892;1061804	+;+	1045	59	33	1	59	41	39	0	0
transcript:EAA27206	II;II;II	1061668;1062626;1062875	1062562;1062815;1064160	-;-;-	2371	166	103	7	279	255	128	1	0
transcript:EAA26660	II;II;II	1077366;1078030;1078426	1077940;1078360;1078736	-;-;-	1217	31	52	3	154	145	110	0	0
transcript:ESA43527	II	1078820	1080154	+	1335	23	18	1	103	86	67	0	0
transcript:EAA26659	II;II;II	1081550;1082093;1082195	1082036;1082126;1083991	+;+;+	2318	47	42	40	1064	1257	713	0	0
transcript:EAA26658	II	1085059	1089184	+	4126	182	126	5	603	484	378	0	0
transcript:NCU15261-1	II	1089427	1089498	-	72	1130	2434	1	1350	582	490	0	0
transcript:EAA26657	II;II;II	1089624;1090367;1090476	1090287;1090418;1091058	-;-;-	1299	35	57	5	175	162	81	0	1
transcript:EAA26656	II;II	1091218;1092432	1092350;1092875	+;+	1577	28	34	14	407	352	257	1	0
transcript:ESA43528	II;II;II	1152277;1154092;1154426	1154020;1154354;1154521	-;-;-	2103	84	11	4	2392	0	790	2	0
transcript:EAA34034	II;II;II	1366019;1366696;1366805	1366602;1366745;1369922	-;-;-	3752	327	539	20	422	293	259	0	0
transcript:EAA34036	II	1366988	1370144	+	3157	86	84	19	307	201	183	0	0
transcript:EAA34037	II	1371344	1373252	+	1909	38	79	20	861	375	613	0	0
transcript:EAA34097	II	1373696	1375917	-	2222	76	79	2	393	302	277	0	0
transcript:ESA43529	II;II;II;II	1376833;1377886;1378798;1379532	1377821;1378740;1379383;1380666	-;-;-;-	3565	277	162	15	848	1019	528	1	0
transcript:ESA43530	II;II;II	1376850;1377886;1379532	1377821;1379383;1380839	-;-;-	3778	285	164	15	870	1038	536	1	0
transcript:EAA34100	II	1385790	1387816	+	2027	53	40	4	361	337	209	1	0
transcript:ESA43532	II;II;II	1387651;1390971;1391594	1390861;1391102;1392823	-;-;-	4573	160	117	11	542	464	321	0	0
transcript:ESA43531	II;II;II	1387844;1390971;1391594	1390861;1391102;1392823	-;-;-	4380	158	115	11	535	461	315	0	0
transcript:ESA43533	II;II;II	1390673;1390971;1391594	1390861;1391102;1391704	-;-;-	432	11	12	1	89	57	47	0	0
transcript:EAA34101	II;II	1387878;1388335	1388130;1389833	+;+	1752	46	30	2	114	98	62	0	0
transcript:ESA43534	II;II;II	1395212;1396980;1397346	1396924;1397263;1398379	+;+;+	3031	62	256	2	408	403	249	1	0
transcript:EAA34105	II;II;II;II;II;II;II	1400284;1400535;1400678;1400846;1401734;1402022;1402201	1400465;1400601;1400789;1401569;1401949;1402131;1402286	-;-;-;-;-;-;-	1497	25	22	4	306	286	247	0	0
transcript:ESA43535	II;II	1402723;1403292	1403223;1403534	+;+	744	3	3	0	62	23	27	0	0
transcript:EAA34106	II;II	1403407;1404009	1403947;1404491	-;-	1024	14	56	1	132	70	68	0	0
transcript:EDO65088	II;II;II	1406367;1407299;1408314	1406693;1408241;1408806	+;+;+	1763	33	83	5	375	309	213	0	0
transcript:ESA43537	II;II;II	1408479;1408903;1409028	1408820;1408945;1409407	-;-;-	765	11	15	1	78	55	45	0	0
transcript:ESA43536	II;II;II	1408776;1408903;1409028	1408820;1408950;1409180	-;-;-	246	5	2	0	28	13	12	0	0
transcript:EAA34111	II;II;II;II	1410595;1410947;1411767;1412046	1410865;1411689;1411940;1412436	+;+;+;+	1579	52	32	1	346	351	195	0	0
transcript:EAA34113	II;II;II;II;II	1414052;1414541;1414845;1415143;1415460	1414465;1414737;1415060;1415321;1415503	+;+;+;+;+	1050	23	12	3	70	88	57	0	0
transcript:EAA34115	II;II;II	1415799;1417169;1420089	1417070;1419975;1421195	-;-;-	5186	459	266	47	2379	1894	1203	1	0
transcript:EAA34118	II;II	1422896;1423522	1423430;1425225	+;+	2239	102	67	2	388	330	242	0	0
transcript:EAA34119	II;II	1425142;1427193	1427124;1429914	-;-	4705	537	321	22	1090	950	665	1	0
transcript:EAA34123	II;II;II;II;II	1432035;1432262;1432382;1432553;1432622	1432087;1432288;1432441;1432563;1433025	+;+;+;+;+	555	23	12	0	46	42	18	0	0
transcript:EAA34125	II;II	1433828;1434003	1433836;1434407	+;+	414	10	10	2	123	116	73	0	0
transcript:NCU15262-1	II	1443257	1443352	+	96	261441	1169185	101	662234	489965	264102	522	137
transcript:EAA33950	II;II	1444703;1445544	1445442;1446950	-;-	2147	54	40	10	382	311	242	0	0
transcript:ESA43539	II;II	1447499;1453307	1453234;1454001	+;+	6431	426	227	43	1798	1854	1199	6	1
transcript:ESA43538	II;II	1447499;1453307	1453234;1454001	+;+	6431	426	227	43	1798	1854	1199	6	1
transcript:NCU15662-1	II	1454139	1454238	+	100	49637	61329	1493	131405	74392	50849	24	23
transcript:EAA33953	II;II;II	1455434;1455889;1456049	1455823;1455991;1457142	+;+;+	1587	28	18	1	128	146	72	0	0
transcript:EAA33954	II;II;II	1457489;1458846;1459555	1458780;1459502;1460847	+;+;+	3242	108	65	11	545	579	294	0	0
transcript:EAA33955	II;II	1460468;1460717	1460661;1462594	-;-	2072	36	25	1	68	54	53	0	0
transcript:NCU15663-1	II	1464569	1464668	-	100	26285	34969	1176	117062	66378	46198	24	23
transcript:NCU15664-1	II	1465512	1465627	+	116	18080	22316	198	74207	40452	37961	1	0
transcript:EAA33956	II;II;II;II;II	1466603;1466715;1467365;1467521;1467726	1466648;1466906;1467398;1467616;1467915	-;-;-;-;-	558	15	6	0	40	16	23	0	0
transcript:EAA33958	II;II;II	1468485;1469534;1469871	1469422;1469799;1471060	-;-;-	2394	41	27	17	1388	1017	781	1	0
transcript:EAA33959	II;II;II;II	1470710;1470815;1470917;1471439	1470764;1470836;1471088;1471552	+;+;+;+	363	3	7	0	82	65	64	0	0
transcript:EAA33960	II;II	1471066;1472517	1472464;1475393	-;-	4276	112	59	4	299	254	168	0	0
transcript:EAA33961	II;II	1475904;1476746	1476619;1477788	-;-	1759	31	44	8	140	114	74	0	0
transcript:EAA33962	II;II	1478323;1479168	1479114;1482021	-;-	3646	80	59	3	186	162	100	0	0
transcript:ESA43540	II;II	1482553;1483789	1483593;1485785	+;+	3038	174	69	12	517	540	317	0	0
transcript:ESA43541	II	1483555	1485763	+	2209	123	52	6	369	365	220	0	0
transcript:EAA33964	II;II;II	1486600;1487070;1487974	1486994;1487908;1488955	-;-;-	2216	90	75	7	711	391	314	0	0
transcript:EAA34240	II;II;II;II	1492360;1493678;1494050;1494327	1492760;1493976;1494111;1494392	-;-;-;-	828	7	4	236	22945	9937	6026	0	1
transcript:EAA34241	II;II	1496319;1499425	1499346;1500369	-;-	3973	158	58	18	636	554	381	2	0
transcript:EAA34242	II;II;II;II;II	1500683;1501493;1501694;1501952;1502498	1501314;1501634;1501883;1502371;1503006	-;-;-;-;-	1893	377	252	1	305	277	184	0	0
transcript:EAA34243	II;II	1503490;1503779	1503709;1504062	+;+	504	13	12	0	47	31	28	0	0
transcript:ESA43543	II;II;II	1504154;1505553;1508105	1505490;1508036;1508320	-;-;-	4037	116	76	2	223	124	146	0	0
transcript:ESA43542	II;II;II;II	1504154;1505005;1505379;1508105	1504950;1505295;1508036;1508382	-;-;-;-	4024	118	75	2	221	124	145	0	0
transcript:ESA43544	II	1508604	1511057	-	2454	112	108	8	188	169	155	1	1
transcript:ESA43545	II;II	1512197;1513200	1513140;1514445	+;+	2190	39	31	2	201	145	94	0	0
transcript:EAA34246	II	1514529	1516735	-	2207	45	36	5	286	287	159	0	0
transcript:EAA34247	II	1519898	1520985	+	1088	930	1370	61	2637	2261	1594	2	3
transcript:NCU15263-1	II	1521840	1521925	+	86	14156	107760	3	59213	62244	22170	17	11
transcript:EAA34252	II;II;II;II;II	1524268;1525751;1526099;1526405;1526825	1525408;1525880;1526342;1526768;1530145	+;+;+;+;+	5200	516	245	31	1188	1517	767	0	3
transcript:ESA43546	II	1531945	1533071	-	1127	27	49	2	71	56	43	0	0
transcript:EAA34256	II	1536148	1538801	+	2654	938	1704	456	13604	53413	11533	13	18
transcript:NCU15264-1	II	1541084	1541174	+	91	54402	55812	18925	121473	32446	43301	333	327
transcript:EDO65089	II;II;II	1541772;1541974;1542713	1541900;1542125;1543184	-;-;-	753	14	19	600	29603	15497	7602	0	0
transcript:EAA34262	II;II	1548853;1550423	1550350;1551277	-;-	2353	93	69	2	258	282	144	0	0
transcript:EAA34263	II;II	1552217;1556208	1555995;1556305	-;-	3877	91	66	56	3842	4893	2811	2	2
transcript:EAA34266	II;II;II;II;II;II	1559014;1560299;1560463;1561371;1561460;1561541	1560242;1560409;1561308;1561380;1561472;1561693	-;-;-;-;-;-	2362	46	23	36	629	481	326	0	1
transcript:EAA34269	II;II	1564370;1565404	1565348;1567748	+;+	3324	67	53	9	436	422	221	1	0
transcript:ESA43547	II;II;II	1567943;1571739;1576803	1571680;1576332;1577345	-;-;-	8875	637	303	37	1956	2198	1147	1	0
transcript:ESA43548	II;II	1567945;1571739	1571680;1576753	-;-	8751	618	285	37	1899	2150	1119	0	0
transcript:EAA34005	II;II	1580152;1580597	1580466;1581654	+;+	1373	45	32	0	65	69	47	0	0
transcript:EAA34006	II;II	1581678;1582727	1582641;1583238	-;-	1476	90	49	3	111	89	66	0	1
transcript:EAA34007	II;II;II	1583446;1584744;1585040	1584678;1584982;1585376	-;-;-	1809	94	56	1	118	113	69	0	1
transcript:ESA43550	II;II;II	1585561;1586854;1587052	1586789;1586961;1587533	+;+;+	1819	55	23	5	89	59	53	0	0
transcript:ESA43552	II;II;II	1585579;1586854;1587052	1586789;1586961;1587526	+;+;+	1794	54	22	5	86	59	52	0	0
transcript:ESA43549	II;II;II	1585579;1586854;1587052	1586789;1586961;1587526	+;+;+	1794	54	22	5	86	59	52	0	0
transcript:ESA43551	II;II;II	1585579;1586854;1587052	1586789;1586961;1587526	+;+;+	1794	54	22	5	86	59	52	0	0
transcript:EAA34009	II;II;II;II	1587748;1588164;1588976;1589606	1588066;1588925;1589545;1591191	+;+;+;+	3237	172	50	14	297	333	216	0	0
transcript:EAA34010	II	1591321	1594026	-	2706	62	43	1	160	122	67	0	0
transcript:EAA34012	II;II	1595588;1598710	1598648;1599855	+;+	4207	834	259	36	1606	1969	983	2	0
transcript:EAA34013	II	1601768	1603754	-	1987	52	35	1	85	66	41	0	0
transcript:ESA43553	II;II;II	1603891;1605439;1605731	1605369;1605646;1606577	-;-;-	2534	127	72	2	244	207	130	0	0
transcript:ESA43554	II;II	1603901;1605439	1605369;1606488	-;-	2519	125	68	2	247	212	133	0	0
transcript:ESA43555	II;II;II;II;II;II;II;II	1607466;1608352;1608536;1608697;1608885;1609629;1610019;1610722	1608281;1608476;1608635;1608812;1609576;1609964;1610649;1611047	+;+;+;+;+;+;+;+	3142	219	140	24	1017	1015	580	0	0
transcript:ESA43556	II;II;II;II;II;II;II;II	1607478;1608352;1608536;1608697;1608885;1609629;1610019;1610722	1608281;1608476;1608635;1608812;1609576;1609964;1610649;1611047	+;+;+;+;+;+;+;+	3130	219	140	24	1017	1015	580	0	0
transcript:EAA34017	II;II;II;II;II;II;II;II	1611546;1612055;1612367;1612483;1612657;1612808;1612914;1613469	1611943;1612209;1612381;1612568;1612738;1612829;1613407;1614821	+;+;+;+;+;+;+;+	2605	1228	596	52	2285	2197	1394	1	2
transcript:EAA34020	II;II	1617231;1618105	1618041;1619394	+;+	2101	50	27	4	87	66	58	0	0
transcript:EAA34022	II;II	1621874;1623341	1623280;1624421	-;-	2488	134	107	23	772	990	584	0	1
transcript:EAA34024	II;II;II	1626132;1626446;1626722	1626228;1626528;1627138	+;+;+	597	27	7	0	20	19	9	0	0
transcript:NCU14131-1	II;II;II	1634132;1634339;1634577	1634260;1634517;1634927	+;+;+	659	31	36	5	90	49	48	0	0
transcript:EAA33903	II;II;II	1635463;1636073;1636514	1636005;1636157;1636785	+;+;+	900	33	33	0	67	44	40	0	0
transcript:EAA34207	II;II	1645143;1647231	1647179;1647630	-;-	2437	95	69	0	178	167	121	0	0
transcript:EAA34208	II;II	1647797;1648735	1648668;1650396	+;+	2534	64	37	5	115	113	78	0	0
transcript:EAA34209	II;II	1650714;1651428	1651298;1654419	-;-	3577	463	248	9	370	325	191	1	2
transcript:EAA34212	II;II;II	1656986;1657330;1657922	1657261;1657523;1658297	-;-;-	846	178	74	1	153	156	84	0	0
transcript:ESA43557	II;II;II	1658906;1659220;1659345	1659156;1659283;1659572	-;-;-	543	11	4	2	27	16	10	0	0
transcript:EAA34213	II	1659815	1667071	+	7257	189	111	12	346	315	188	0	1
transcript:EAA34214	II	1667288	1671125	+	3838	120	48	5	409	227	316	0	0
transcript:EAA34215	II;II;II	1672115;1672603;1675693	1672515;1674950;1675786	-;-;-	2843	51	39	4	316	175	269	0	0
transcript:ESA43558	II;II	1676725;1677262	1677171;1677559	+;+	745	14	5	1	33	20	21	0	0
transcript:EAA34218	II;II	1677867;1678460	1678356;1678593	-;-	624	5	8	2	103	71	73	0	0
transcript:EAA34221	II;II;II	1680517;1682187;1682527	1682117;1682476;1682564	+;+;+	1929	16	12	15	345	102	403	0	0
